Chiplet ID,Tile ID,HW Type,Nbank,NW,NB,CM,Clock Frequency (Hz)
C1,T182,Mem Tile,4,1024,320,4,2000000000.0
C1,T183,Mem Tile,26,1024,320,4,2000000000.0
C1,T185,Mem Tile,4,1024,320,4,2000000000.0
C1,T187,Mem Tile,7,1024,320,4,2000000000.0
C1,T189,Mem Tile,4,1024,320,4,2000000000.0
C1,T190,Mem Tile,4,1024,320,4,2000000000.0
C1,T192,Mem Tile,7,1024,320,4,2000000000.0
C1,T193,Mem Tile,52,1024,320,4,2000000000.0
C1,T195,Mem Tile,4,1024,320,4,2000000000.0
C1,T197,Mem Tile,4,1024,320,4,2000000000.0
C1,T198,Mem Tile,77,1024,320,4,2000000000.0
C1,T200,Mem Tile,10,1024,320,4,2000000000.0
C1,T201,Mem Tile,77,1024,320,4,2000000000.0
C1,T203,Mem Tile,10,1024,320,4,2000000000.0
C1,T205,Mem Tile,10,1024,320,4,2000000000.0
C1,T206,Mem Tile,77,1024,320,4,2000000000.0
C1,T208,Mem Tile,4,1024,320,4,2000000000.0
C1,T210,Mem Tile,4,1024,320,4,2000000000.0
C1,T211,Mem Tile,52,1024,320,4,2000000000.0
C1,T213,Mem Tile,7,1024,320,4,2000000000.0
C1,T214,Mem Tile,26,1024,320,4,2000000000.0
C1,T216,Mem Tile,4,1024,320,4,2000000000.0
C1,T217,Mem Tile,26,1024,320,4,2000000000.0
C1,T219,Mem Tile,4,1024,320,4,2000000000.0
C1,T221,Mem Tile,7,1024,320,4,2000000000.0
C1,T223,Mem Tile,4,1024,320,4,2000000000.0
C1,T224,Mem Tile,4,1024,320,4,2000000000.0
C1,T226,Mem Tile,7,1024,320,4,2000000000.0
C1,T227,Mem Tile,52,1024,320,4,2000000000.0
C1,T229,Mem Tile,4,1024,320,4,2000000000.0
C1,T231,Mem Tile,4,1024,320,4,2000000000.0
C1,T232,Mem Tile,77,1024,320,4,2000000000.0
C1,T234,Mem Tile,10,1024,320,4,2000000000.0
C1,T235,Mem Tile,77,1024,320,4,2000000000.0
C1,T237,Mem Tile,10,1024,320,4,2000000000.0
C1,T239,Mem Tile,10,1024,320,4,2000000000.0
C1,T240,Mem Tile,77,1024,320,4,2000000000.0
